TrialEndTime,StimulusOnsetTime,StimulusOffsetTime,Stimulus,SelectedCues,FeltCorrectly,ReactionTime_seconds
2026-01-15 18:42:03.420005,2026-01-15 18:41:58.156155,2026-01-15 18:41:58.815226,A,A,YES,1.365
2026-01-15 18:42:13.973379,2026-01-15 18:42:09.653999,2026-01-15 18:42:10.264643,H,H,YES,0.733
2026-01-15 18:42:22.372545,2026-01-15 18:42:19.510718,2026-01-15 18:42:20.029896,V,A,NO,0.525
2026-01-15 18:42:34.729677,2026-01-15 18:42:30.807254,2026-01-15 18:42:31.413182,H,H,YES,0.716
2026-01-15 18:42:45.850425,2026-01-15 18:42:42.379820,2026-01-15 18:42:43.142498,AH,H,NO,0.799
2026-01-15 18:42:55.320481,2026-01-15 18:42:52.681514,2026-01-15 18:42:53.197079,V,A,NO,0.669
2026-01-15 18:43:05.873139,2026-01-15 18:43:02.418739,2026-01-15 18:43:03.094726,VA,V,NO,0.997
2026-01-15 18:43:17.350010,2026-01-15 18:43:13.058319,2026-01-15 18:43:13.823732,VAH,HV,NO,0.887
2026-01-15 18:43:30.425070,2026-01-15 18:43:25.368689,2026-01-15 18:43:26.120574,VAH,HV,NO,0.620
2026-01-15 18:43:44.346844,2026-01-15 18:43:39.350563,2026-01-15 18:43:40.115776,VAH,HV,NO,0.789
2026-01-15 18:43:55.149440,2026-01-15 18:43:51.920964,2026-01-15 18:43:52.582442,A,A,YES,1.401
2026-01-15 18:44:03.668196,2026-01-15 18:43:59.480447,2026-01-15 18:44:00.252866,VAH,HV,NO,0.664
2026-01-15 18:44:13.231619,2026-01-15 18:44:10.255863,2026-01-15 18:44:10.889511,A,A,YES,0.955
2026-01-15 18:44:26.413591,2026-01-15 18:44:20.026527,2026-01-15 18:44:20.816134,VAH,HV,NO,0.661
2026-01-15 18:44:35.515690,2026-01-15 18:44:32.693000,2026-01-15 18:44:33.212860,V,V,YES,0.980
2026-01-15 18:44:48.688237,2026-01-15 18:44:45.014205,2026-01-15 18:44:45.619781,VH,HV,YES,0.480
2026-01-15 18:44:59.047125,2026-01-15 18:44:56.652993,2026-01-15 18:44:57.263343,H,H,YES,0.665
2026-01-15 18:45:08.750120,2026-01-15 18:45:05.497850,2026-01-15 18:45:06.279348,VAH,AHV,YES,0.718
2026-01-15 18:45:18.515627,2026-01-15 18:45:15.378971,2026-01-15 18:45:16.043692,VA,AV,YES,0.823
2026-01-15 18:45:28.276748,2026-01-15 18:45:24.921528,2026-01-15 18:45:25.693211,AH,AH,YES,0.595
2026-01-15 18:45:40.341651,2026-01-15 18:45:36.548154,2026-01-15 18:45:37.152572,H,H,YES,0.676
2026-01-15 18:45:52.808359,2026-01-15 18:45:47.173751,2026-01-15 18:45:47.953189,VAH,HV,NO,0.624
2026-01-15 18:46:02.778699,2026-01-15 18:45:59.653308,2026-01-15 18:46:00.261269,H,H,YES,0.835
2026-01-15 18:46:16.794186,2026-01-15 18:46:12.085936,2026-01-15 18:46:12.845938,AH,AH,YES,0.995
2026-01-15 18:46:28.276458,2026-01-15 18:46:25.114983,2026-01-15 18:46:25.630425,V,V,YES,0.538
2026-01-15 18:46:38.517672,2026-01-15 18:46:35.604200,2026-01-15 18:46:36.118384,V,V,YES,0.565
2026-01-15 18:46:49.507020,2026-01-15 18:46:46.525055,2026-01-15 18:46:47.188513,A,A,YES,0.836
2026-01-15 18:47:01.677185,2026-01-15 18:46:57.586640,2026-01-15 18:46:58.196770,VH,HV,YES,0.477
2026-01-15 18:47:12.682674,2026-01-15 18:47:09.460544,2026-01-15 18:47:10.118452,VA,AV,YES,0.670
2026-01-15 18:47:21.352279,2026-01-15 18:47:18.169055,2026-01-15 18:47:18.842618,VA,AV,YES,0.558
2026-01-15 18:47:32.021952,2026-01-15 18:47:27.679740,2026-01-15 18:47:28.290913,VH,HV,YES,0.617
2026-01-15 18:47:43.417466,2026-01-15 18:47:40.547000,2026-01-15 18:47:41.157518,H,H,YES,0.717
2026-01-15 18:47:52.848726,2026-01-15 18:47:50.109211,2026-01-15 18:47:50.873534,AH,AH,YES,0.723
2026-01-15 18:48:02.917487,2026-01-15 18:48:00.089795,2026-01-15 18:48:00.611037,V,V,YES,0.725
2026-01-15 18:48:12.091377,2026-01-15 18:48:09.490866,2026-01-15 18:48:10.010504,V,V,YES,0.394
2026-01-15 18:48:24.307484,2026-01-15 18:48:20.423213,2026-01-15 18:48:21.181278,AH,AH,YES,0.784
2026-01-15 18:48:34.644584,2026-01-15 18:48:31.181790,2026-01-15 18:48:31.699334,V,V,YES,0.581
2026-01-15 18:48:43.930134,2026-01-15 18:48:40.706157,2026-01-15 18:48:41.338364,A,A,YES,0.912
2026-01-15 18:48:52.837576,2026-01-15 18:48:49.797141,2026-01-15 18:48:50.450349,A,A,YES,0.771
2026-01-15 18:49:02.357036,2026-01-15 18:48:59.031611,2026-01-15 18:48:59.804159,VAH,AHV,YES,0.704
2026-01-15 18:49:12.586020,2026-01-15 18:49:09.581552,2026-01-15 18:49:10.188651,H,H,YES,0.755
2026-01-15 18:49:23.763786,2026-01-15 18:49:20.647744,2026-01-15 18:49:21.311267,VA,AV,YES,0.551
2026-01-15 18:49:32.937261,2026-01-15 18:49:30.118710,2026-01-15 18:49:30.769531,A,A,YES,0.766
2026-01-15 18:49:43.461709,2026-01-15 18:49:40.247995,2026-01-15 18:49:40.903756,VA,AV,YES,0.654
2026-01-15 18:49:55.859883,2026-01-15 18:49:52.843543,2026-01-15 18:49:53.600624,AH,AH,YES,0.651
2026-01-15 18:50:05.912843,2026-01-15 18:50:03.486717,2026-01-15 18:50:04.098019,VH,HV,YES,0.362
2026-01-15 18:50:16.186193,2026-01-15 18:50:13.397827,2026-01-15 18:50:14.006707,VH,HV,YES,0.537
2026-01-15 18:50:27.493830,2026-01-15 18:50:24.521516,2026-01-15 18:50:25.130220,H,H,YES,0.545
2026-01-15 18:50:38.222183,2026-01-15 18:50:35.110177,2026-01-15 18:50:35.774408,VA,AV,YES,0.559
2026-01-15 18:50:47.005094,2026-01-15 18:50:44.340258,2026-01-15 18:50:45.002511,VA,AV,YES,0.632
2026-01-15 18:50:54.570226,2026-01-15 18:50:52.364494,2026-01-15 18:50:52.882587,V,V,YES,0.698
2026-01-15 18:51:06.689741,2026-01-15 18:51:01.679590,2026-01-15 18:51:02.360839,VA,AV,YES,0.595
2026-01-15 18:51:15.614397,2026-01-15 18:51:12.928623,2026-01-15 18:51:13.539743,VH,HV,YES,0.786
2026-01-15 18:51:25.862459,2026-01-15 18:51:23.389154,2026-01-15 18:51:24.053871,A,A,YES,0.878
2026-01-15 18:51:35.051586,2026-01-15 18:51:32.673296,2026-01-15 18:51:33.281922,H,H,YES,0.568
2026-01-15 18:51:44.577908,2026-01-15 18:51:40.485641,2026-01-15 18:51:41.092184,VH,HV,YES,0.556
2026-01-15 18:51:53.963572,2026-01-15 18:51:51.755627,2026-01-15 18:51:52.364143,H,H,YES,0.496
2026-01-15 18:52:02.499457,2026-01-15 18:52:00.644469,2026-01-15 18:52:01.161554,V,V,YES,0.479
2026-01-15 18:52:11.978802,2026-01-15 18:52:09.243282,2026-01-15 18:52:09.994982,AH,AH,YES,0.606
2026-01-15 18:52:21.437691,2026-01-15 18:52:17.483518,2026-01-15 18:52:18.278468,VAH,AHV,YES,0.636
2026-01-15 18:52:32.296540,2026-01-15 18:52:29.815046,2026-01-15 18:52:30.472470,A,A,YES,0.735
2026-01-15 18:52:41.882703,2026-01-15 18:52:39.035981,2026-01-15 18:52:39.699760,VA,AV,YES,0.627
2026-01-15 18:52:53.439390,2026-01-15 18:52:50.446450,2026-01-15 18:52:51.207037,AH,AH,YES,0.771
2026-01-15 18:53:01.837019,2026-01-15 18:52:59.373976,2026-01-15 18:53:00.042559,A,A,YES,0.684
2026-01-15 18:53:11.572074,2026-01-15 18:53:09.200614,2026-01-15 18:53:09.809824,VH,HV,YES,0.540
2026-01-15 18:53:23.139999,2026-01-15 18:53:19.886896,2026-01-15 18:53:20.492419,VH,HV,YES,0.823
2026-01-15 18:53:32.708788,2026-01-15 18:53:30.267872,2026-01-15 18:53:31.031732,AH,AH,YES,0.662
2026-01-15 18:53:43.540968,2026-01-15 18:53:41.045307,2026-01-15 18:53:41.653478,VH,HV,YES,0.384
2026-01-15 18:53:52.153828,2026-01-15 18:53:49.434173,2026-01-15 18:53:50.201121,VAH,AHV,YES,0.494
2026-01-15 18:54:01.181836,2026-01-15 18:53:58.911093,2026-01-15 18:53:59.682457,AH,AH,YES,0.562
